Renewable Energy Knowledge,Waste Management Expertise,Carbon Footprint Awareness,Water Conservation Skills,Sustainable Agriculture Knowledge,Climate Change Adaptation,Environmental Policy Awareness,Energy Efficiency Skills
80.56937753654447,83.03652916281717,67.68939761000422,69.46882984937409,86.06964639654049,70.38946873336684,81.39377940161778,86.62962322695604
83.6965827544817,40.34760652655954,90.1420949829701,61.7840024971116,67.28202543932275,62.14226887273523,51.540694521405115,65.2585835217188
61.858016508799906,65.53736512887829,78.40123816987683,54.9092395800463,59.097345574966205,92.85945029769202,60.60235166244887,63.89161394316536
84.30179407605753,60.87055015743895,85.76650865937418,59.238907146050465,60.00470887184925,90.89023834694295,79.9606826071512,63.913568725515745
66.82096494749166,51.105390523536514,72.61866918973365,75.31384441857476,81.65287211011153,97.98927158487297,87.59868718286236,87.32468992832976
62.60206371941118,45.99326836668414,75.96067480818616,45.57573954519023,76.63763221606914,97.8721998088084,71.49045256885798,81.9470999450632
97.95542149013333,56.8807585701814,72.16329622184887,49.64290562027665,58.53929366429766,81.10640481289984,72.34876638114326,76.83035529168829
98.62528132298237,87.14548519562595,58.785934450912,46.84010568087011,57.94373821402491,89.22152177685939,54.50122447627059,70.91789742844608
92.33589392465845,56.160146601037766,82.51034518676774,46.62915209275881,79.5339196010692,95.90109773553226,68.7913194065851,89.57921946927189
72.18455076693482,65.9395310871683,62.63475630983851,79.21842336044028,57.54670522274677,92.28660084574165,72.36992519111098,72.12802386721488
63.90688456025536,75.15094794475888,51.094218489415425,73.14631437520094,83.76510207516247,69.39922786624152,60.18376115265865,87.39757982097677
87.36932106048627,58.1814801189647,79.04625331582255,63.96695316349301,79.71847795047736,77.12067714178355,61.308215699874,73.80885670852786
77.60609974958405,88.58910413604804,57.9699805733172,48.91336642604006,57.84720732246649,64.90805777575682,65.84593485039414,71.56999945929667
64.88152939379115,88.12236474710556,92.32063629588114,64.6646350046733,57.96931999298172,96.25393903583145,50.842990306664504,74.65647228410583
79.80707640445081,52.58911479126821,92.92678596511644,63.93887083122263,89.53238524754114,83.03463610913344,63.52732495449349,68.84960346990911
61.375540844608736,64.86242529461927,91.16889755992018,51.92807479640061,68.09947785146421,68.68842660913158,58.88081629385488,84.91393768634504
96.37281608315129,55.04391549083849,66.657141511495,62.35406596951892,67.97247514734119,85.52462600742255,63.75488879147242,76.09793404332925
70.35119926400068,54.24202471887338,50.69554774379903,60.94018937589494,83.44798485401259,83.48887313740005,55.03000953640855,66.35965702528543
86.50089137415928,41.84434736772664,91.77433531644763,69.63400392208865,88.15370020843505,73.61018328524794,87.40214579107558,90.38468463788446
72.46844304357644,70.47821669899484,69.26828667427915,70.40374603470575,89.51003723380049,64.3151885035859,74.93088304927005,71.82008396943561
80.80272084711243,65.13395116144308,93.49946685696513,46.81216039088178,81.36823648406296,85.51978143252639,78.52229740406857,77.5679030001036
81.86841117373119,42.57393756249947,93.36289896901638,59.98450458505885,68.16908549358206,79.77169263434415,83.14519202150821,90.6329959947237
67.39417822102108,53.93232321183057,88.3854254960312,70.03439662856945,57.922525084453405,89.3480988859543,70.9345723550204,80.47256785290372
98.78338511058234,85.41329429833269,63.25020014313135,65.12545034320351,82.20014205746028,79.76621304225574,53.650652099671795,62.20832946550111
91.00531293444459,51.978094533348624,67.32939778708663,79.25959364753288,74.54414874075317,92.38289701210452,72.55847475637901,91.83395645008511
97.57995766256757,47.24474360456115,88.30115021825856,71.3477452647578,69.84777032364417,80.97245987343045,74.64732695687692,80.59748991057104
95.79309401710594,64.47263801387815,64.2614902320325,51.51737708325719,86.72240347831575,81.31564291834468,81.30845791574185,70.0566021276551
83.9159991524434,89.28252270553003,57.62717360087416,47.82274989601719,58.8919118807153,93.3128369010171,68.12970094164653,63.01379461588194
96.87496940092467,52.10276357557502,75.05605681062576,70.69677112825262,72.24187865018007,75.33234891607108,55.35837271741368,86.58490681373065
63.53970008207678,73.60677737029393,92.12696483723514,46.06045242166487,55.39737756685967,65.09257868112435,61.91858804354643,80.32261921342649
67.83931449676581,78.08098076643589,81.32134085037379,68.43102325093852,71.40312246979443,61.09374169990688,65.24945644874268,77.20459931114758
61.80909155642152,51.881877199619986,75.65275265402143,82.6092096569983,56.970614648864306,88.69521571559753,77.12852413592725,90.18013298983448
73.01321323053057,76.41081743059297,54.37294221968458,68.01896711503517,59.15862706938252,83.57176295143165,73.9726887960943,86.38949960408311
75.54709158757927,58.389156635962664,77.67532520146264,60.526797048260875,59.11341863719867,86.7550311877705,64.95606248770954,63.46029567037904
70.85396127095584,71.61529152967897,94.55242325469185,70.73152873769413,77.72236057406222,68.09263813733861,91.43364044930514,69.22199444063973
93.14950036607718,71.67648553804473,56.30378068564358,63.33011561966067,81.11157077428982,65.18211607229725,75.44254241298927,66.94560903332076
74.27013306774357,66.78873420373793,73.32483435636816,66.8246715726374,75.41790677840058,60.55269729537952,59.963525252911765,84.78206653261637
71.23738038749524,44.51448850272041,89.48178823675799,82.658592351061,88.67603919660897,73.32232723465069,54.27486385005696,59.20716765048806
81.70784332632994,81.7651247794619,83.3345877989392,60.44410551203097,68.12047028332964,82.41687210047606,56.42008384574194,78.51602865536739
65.63696899899051,56.039003248586795,81.36570834478707,83.44762255295657,64.99992301986512,74.90527371378982,60.33022459214934,85.44851268666486
92.08787923016159,49.32592551999271,81.61178377941991,81.21402567824255,85.40096948663111,76.6240470369017,56.74861767690134,89.56356292342298
62.98202574719083,42.0387570777382,66.17710180488899,52.831645391571854,62.82585434818084,94.35803039076244,57.835815010154846,70.31494295377267
99.47547746402068,69.5446471594121,63.2116329919022,47.77445203500662,88.7127888804214,73.23370774688541,61.973997085141576,87.56526296819246
90.8897907718663,73.87821809211411,86.42125199653312,49.03112005509706,55.42540661414357,79.5316005880728,57.2816910023797,61.98274253038746
67.9486272613669,40.829391446392805,86.45510276056314,45.72887302606199,88.94575893476737,89.77881448416343,87.66414783430986,88.47228250244265
60.220884684944096,65.60465291496405,89.01825433610466,48.77771843023714,56.51059691827017,75.06862572820826,53.36981731778897,62.58959184395137
92.61845713819336,51.3247887598969,91.09582486504121,72.32027093665428,86.19000897943249,83.63929460865918,72.0294783619507,72.30234246017322
88.27429375390469,72.25863952047249,73.0104079487422,47.84754593840916,73.4695388180205,92.76982093237632,67.23666673356578,86.70263316806393
89.1602867216395,48.718321450249576,72.56823326092399,57.759025211750455,89.75376786417552,96.08178369899039,91.25990191016146,63.397027384555855
90.85081386743784,74.5468869051233,85.92328305350489,78.79501243877817,57.58287976573896,65.58879227530345,54.7056338910582,66.25305022837509
62.96178606936361,59.33676731502687,79.24837688499943,45.93087742943303,74.38489995404623,95.21032975613679,66.70993515992114,84.00109246215038
74.33862914177091,86.83649943683673,81.58850947659666,77.57873930355743,88.92558874666847,78.70041913702245,90.7177581975655,83.92131531565867
64.63476238100519,46.87604720729966,85.81067012462455,56.274190990936,73.3084245459552,69.81328675536042,86.35129928754716,81.08131478387071
94.52413703502374,57.05331755251292,90.05024038179047,49.726593104866254,77.02895233473419,77.44715873705393,84.31702697986975,82.9821440008156
84.93192507310232,45.67367606202946,65.2097820583191,72.86948661456603,79.35120411446161,97.24123786084813,60.83191873588747,77.53807996051347
73.23592099410597,86.23468091392814,66.90123286879748,70.15771387119536,70.90893726687206,78.71948757172905,57.17727867038276,67.0647661206503
62.54233401144094,83.86696766904905,54.22918729283911,80.09888054108211,76.96453280294222,72.49256119092531,78.0830152368261,70.4450557661411
72.4392928686265,52.89708138575778,76.02260634482784,74.40284175215544,75.4510009173085,84.06923246403558,89.0337915433586,64.53751780485132
73.00733288106989,72.99920230170895,51.617402320853394,77.13923721539393,86.54053036718462,69.12553351357134,73.38404150658505,90.70422020801061
89.18424713352256,80.8611100100608,70.9519108159607,56.28138290285226,56.59062331195103,62.88280646812923,74.0077329577358,79.00210461158034
85.50229885420853,67.76004057997312,74.41900856184094,52.09758175118891,64.83371163572806,64.89742943260467,61.75912193373193,72.43065100349104
95.48850970305307,66.48252891780032,62.8943563457728,75.02459006563433,88.26440194267956,64.86574188039535,82.31870319406136,74.63220893118879
78.88859700647797,52.092614545022585,76.58749672560549,77.27338957069057,86.15923243618207,65.77230235346718,57.85583743941598,92.10220022602536
64.78376983753206,44.65513839029496,51.37251124725722,84.62020568002694,70.94798634749995,65.27543256067759,63.59452792897824,63.52065051217889
88.5297914889198,84.86078789766634,51.68066849371465,61.50470707645706,76.70464092305379,84.35324030252215,67.86833042188951,79.1042739526047
90.4314019446759,85.02090285816652,87.01702522968462,59.88072343171133,64.70834140433965,66.91144320716751,71.31963590474712,76.21199243984077
82.45108790277985,71.65507286366339,66.20857886350683,76.05651842967987,61.584240590331646,73.1353567663068,60.18120876143337,80.01235247564732
90.83868719818244,56.951489552435035,55.717723069334816,58.63214161012071,71.22944417289938,94.07795957642844,54.82314663904655,58.65196661755026
79.75182385457563,57.46047873063304,73.5009467024662,82.23029302414258,67.36732798091185,78.01054232998915,75.64604178254856,89.39646072198946
80.90931317527976,76.29778394351197,84.64970988943749,79.33651007372048,75.42796391478052,85.36719406379903,62.122483236090744,91.55625816941004
77.10164073434198,84.85551299762886,59.71194623735794,62.15976109500073,57.72071229377447,66.54815510566193,74.41200529974972,78.34479460921152
61.01676506976381,84.35432121325587,78.030071411855,75.03484271165989,89.10381826831582,67.30698271472949,56.483234041516496,83.07942965956812
64.31565707973218,78.99377729288119,53.84063592471956,75.1817149633873,89.5173760567861,61.5530074181262,70.20788427790234,91.20997772238265
