Rainfall (mm),Temperature (°C),Soil pH,Fertilizer Used (kg/ha),Crop Yield (tons/ha)
709.1283290110243,27.35114626419237,5.6069110279663965,78.0875542558549,87.67696396330433
451.48478486106137,34.62831443667328,6.1167784258033215,67.43057944959756,84.91139655588142
606.8565529317623,21.75511974264458,6.076290497223057,57.535534888664145,56.96402655782955
926.0531791408744,29.06063399948263,6.752730215761812,163.11548719261347,122.1346374277091
399.4337833190999,19.452072730824753,5.762449903554581,85.37644984149131,56.24202045351909
528.3063384285038,20.22400342547826,7.2646952236795075,53.63794040648826,46.34246728967401
804.4409108344389,25.23804242539248,7.157102816930083,109.5905977762984,81.58268150320745
383.03853239329794,21.392362510161426,6.8041316393705555,122.39106208885084,65.3995795663808
261.5839278630344,18.35243127681169,6.416827663584396,75.38453463501904,41.240064118914646
431.80116233101444,20.25761403978652,7.365912084284156,56.607250424382464,42.76654312472889
328.97702980320355,15.714967889317293,7.161493109441112,78.36882246471033,37.58222224738835
943.7581218740585,29.088472429549732,6.4986302961624896,151.86541427548616,121.90430204998292
846.4963036515336,24.842333141717234,6.903746708908622,62.33655158768096,70.70159685298374
706.7230052083387,16.884861328090512,6.633859904359369,133.25555458354907,74.82975933772408
897.1684721501741,18.433879862569825,6.675884476776529,71.961798186225,72.51413841245443
842.9376615192916,17.05069076225288,6.161952138874943,79.3533760370629,67.9025426128395
349.2560471088287,27.25185616551753,6.4241692092497935,108.9616824900048,77.3312911725382
914.0471987919822,16.884207272249874,5.656242861579488,65.12380040805971,71.17759278208214
631.4737935325206,30.08564666070432,6.2146973833291845,75.98052541733193,73.69104050097057
845.95212413125,15.410218386407823,6.8916570307243035,102.34286171770313,73.55976093705604
916.8730399387946,19.98751575991784,7.406432061012373,99.45035082475502,78.03611232486341
454.4027799774911,32.813333517838146,7.426128225526041,162.39072285135978,91.08482759670216
288.0415396221414,29.37062636244492,6.611445738249783,61.21734576896365,57.18985544400309
382.34813003355333,16.459366658513755,6.713244503619164,179.0676103499515,65.84837851252175
541.686230901005,31.422522089703595,5.871442371001935,172.4348256109182,116.06824798069401
854.4118127379945,24.860702430804096,6.890616216187062,164.89874595379075,107.27933330297903
888.5844666050748,31.935660543376585,5.641317585348773,96.40585436946986,104.39698597709517
205.56170442495255,27.014795489007867,6.069371371598889,173.4322678311181,90.04473997541865
608.5978420620526,28.636660640657176,6.836726694570885,77.42031204339212,79.03830185456144
533.9288025190232,34.87003120791417,6.120620263086979,68.66138087825423,85.25299180469408
377.6862483765842,19.646710918480363,5.599693748228908,56.7434500234231,40.97431332399052
295.89229386694626,27.478911495227766,7.163740818701927,190.8965544508364,86.99033095786116
470.0921371229024,24.206427801147967,6.120660014269126,96.20163465579105,65.88736323530254
954.3277631300153,15.78903905845383,5.626210449717357,187.6426820266859,111.18870464914936
458.5623456166042,15.289412830057302,5.649576329005731,90.89203422789944,44.12218513606486
615.0324973946929,17.384571556357173,6.003517597577507,186.13489390045243,91.10747408188178
762.4151671161422,27.981834810770962,5.856031894443053,185.58935792691324,119.22965392934732
490.9036819034352,26.343261758267843,7.0486002355603015,188.55140675160692,103.7318235482651
977.4256661767686,26.06859122327455,6.143368093334069,124.42301589262907,108.78221284488251
969.957835953689,15.637135250565201,7.109391570079665,179.8919430198338,100.86883878008503
401.42583666029134,24.38605992720014,5.847691995646306,192.61488442509804,94.76261701806264
597.7988047139083,33.49245635685057,6.485758359088168,98.69254128457692,87.8988326018025
440.7026478534157,22.951837386212933,6.876074267106258,112.83116085238326,65.78040420589787
427.8723955019741,27.49844939576913,6.80398170773171,157.8860281003616,93.62223038771904
229.50955788362623,30.596373512462872,6.702258819860537,95.05397325849513,71.54757595311176
687.6514671839175,30.67850558283775,7.34964320386234,163.07139633689883,105.75984955105083
602.1432185830893,25.385601647905425,5.957050295413489,61.083821782030086,65.11454025926409
241.18300099999146,32.159038908046725,6.487438408924211,128.52475764328133,77.21406748992044
422.91717138928914,22.827561867274937,7.267985100144817,68.34702261256177,50.28203057342596
926.612708773323,32.773864295695965,5.655787531190314,93.99852146550147,112.48173867235361
391.64951253357793,19.804543327910906,5.6117765365061505,88.7938088729708,65.13677982674
315.9158976729785,20.60432813981142,5.966604575116583,175.83981103439993,80.5400253861032
591.5622082220505,16.062412483980022,6.7660424390760365,79.02758831092962,54.64982964599696
988.5203632884806,30.911636730845657,6.019759252899614,171.26718802386785,128.62831182925652
393.6442172092003,23.341104724654112,5.880479767617598,169.0940518861883,87.89874206218236
737.7084379247028,19.58233227822798,6.417604630716584,124.83245833358448,82.11219307686787
809.2956922629741,19.635805552331593,6.727196137538823,85.07648833941944,70.9207088927217
390.11003519391977,33.027998824584664,5.99711541403348,84.03445099343341,80.67716365237831
782.5730788894876,31.67833200922074,6.101382373447484,119.73869706737717,108.53110755399213
494.22650617540256,26.07061770714367,6.7271186096230275,51.32135110902745,61.01855707312214
705.8446644748635,27.32221600831442,7.391476843978905,129.70261319170493,97.73565519505776
706.8237686087157,24.48651141100582,6.849483454876177,192.9169288650583,96.61413367938547
628.6197472598068,22.83333085757618,7.06580828716912,73.20603227938948,69.29910489680738
272.23181604352663,33.30953762436663,6.233620189510938,136.0018432213405,81.30907748816715
868.2419964713904,17.51225407040604,6.044508718768932,194.2668032966685,108.03791946472126
456.62405197738866,23.368935794324557,6.4085354864052455,179.07832092374002,103.0280378780567
349.2148083198834,21.891238159757506,7.114265657423347,177.55701745720103,78.72629224342386
232.62011324381115,24.963014405022967,6.412599283581112,173.27748955942837,82.37738061923265
672.7143545505935,24.1526374909035,7.193450817579722,96.35354090842785,73.3285023243641
742.0514894738259,25.37779063302163,7.477543961390254,183.59252469002183,108.88450507611452
213.27026314228493,17.79837954453988,5.644053331460673,191.20105268497565,77.21136415758205
609.6744466394248,25.26283003026554,5.590820312167407,124.3688634948559,86.9857036562267
381.19662015835036,19.848376277744215,5.799179405826724,103.18565708891882,60.144618385023875
716.1382323275599,18.686626979763826,6.268739351468692,112.13435234087842,69.88459200193964
339.49314320399316,16.296684375723824,5.762084418290865,100.13096627468984,50.20218659643837
752.7501904819727,30.25305117512282,7.2413289552375115,81.86276630368101,84.39893605467735
509.3882770404299,23.5488384171312,5.546292502054127,142.76727053793343,88.34851409534687
949.3839909893876,27.53287366623517,6.1315854326716455,134.38953293679845,108.64431011391133
310.0167553167946,29.55186686609487,5.869389258988411,119.38776065589134,80.00179494942381
472.8530808402068,28.586333306271072,7.363078660315065,64.37680800272477,63.35683362973532
290.77881699247126,24.410014381793644,6.838962009780056,169.53394470589996,80.41643146586385
939.7548946228502,22.7579705790346,7.324060512902749,76.24003441261837,80.12681222701269
901.8714827047849,22.519198192813274,7.4446574206207865,67.18430650940722,72.19313704417908
406.3533021721245,27.800975938601127,6.494196487354738,143.4607093224421,82.55337905110893
727.9872368273433,24.89588709883747,5.9686382160960525,109.79665418565847,89.69730757750726
853.7777601609727,31.982644959770212,5.887457572393179,58.971271302849416,94.0139823284992
644.1606492795698,32.494039686534244,5.945837723371681,103.33525324415874,103.59072740397224
623.7204626848052,18.411207560130368,6.917186615244006,165.76705284274442,88.90632853565607
393.48183272036135,17.724673030914513,5.580891456246001,142.28738078256464,63.04479247420137
274.4822142447194,27.60801852071999,5.60272214606543,104.41790344804951,75.3376807998524
917.7726063626613,21.024514961245586,6.7162858847663,78.77071874518822,82.07616724579874
920.3344457306644,15.371414375301978,6.784114293474813,144.76934312071597,79.54062602665721
706.4811658186143,32.772853387259104,6.83052584864492,183.13329514195328,124.55448845937387
471.22383283896056,19.538015344876165,6.243761009177183,146.94090770238705,79.98046418536205
479.36765969012873,33.585613033716186,7.111889777428306,171.93557819753363,102.41260043466443
780.7645430961915,29.34868901756507,6.567249175453235,128.22917578315565,102.18640393201504
917.6882079620617,30.253069798229685,5.710931260018839,157.69566601115432,126.07619317691567
909.6691394120938,19.02922991586321,7.09419861413469,184.43401606675286,106.2534188521799
823.900436686099,19.68388851233626,7.406135572540917,165.97684673879826,88.38297796567434
713.6253169234302,25.425355076481317,5.620072626004717,186.47809300972185,120.16007426110518
267.31197199603906,18.441997052997245,6.28270267740116,114.67094031740898,43.09062076368532
329.302971275691,21.108633853660645,6.4750320896694955,185.6330382690585,88.6158950481034
918.8433508216634,21.429249558956087,5.792941520156634,143.23508517225613,105.5578219488386
685.1432477276719,18.192598665055282,7.235417895565754,180.50731491225406,85.50860715662758
207.35764129330371,19.103656667903216,6.068299289780088,55.90647956567531,39.32767203480918
281.1772342928257,30.77103684016513,7.06601707987632,148.6778572870304,79.63521196368842
730.8014152864447,18.343917090945368,6.8419889640566325,177.1962618316848,92.75151894740462
204.04926707697496,15.56914783687845,6.696091644934047,76.13030504647996,31.891916685922382
328.6464411339989,27.58709885257877,5.884285697393109,149.26804001973846,88.14617735060855
638.9870314932689,34.519662387848996,5.941407041101812,173.74320713249472,119.20601549902406
753.5161581541546,21.624276292462426,5.594696809493138,93.19240544489557,78.42821221684768
721.5690076020804,17.373114063925044,5.981424859564533,110.7869491859588,74.78736329667315
379.4154475684478,26.407746507350616,6.190887218921028,135.4276577748829,77.82640791615046
769.7433770780287,33.127084221912924,7.166290607724851,127.87515333268432,108.62969423029136
389.7992699974401,30.681235596569575,6.232785333429611,55.87840895557035,63.38140087140132
460.3197585274142,27.450317368254318,7.009243565531213,64.80081471281201,67.3106493794531
797.1931240944193,21.301129932151987,6.378884562590975,65.0699868956542,77.901914077621
719.7063192377717,25.8376034655244,7.069736623987777,89.34018582487624,77.62657464717509
879.3787283953424,16.82489682608511,7.4525432008740795,86.87961692036738,71.02119294852768
726.0903138402747,28.578908485613397,5.97968311611516,161.33335756801995,110.90240164518772
654.6468826683773,29.501920377953017,7.2246832239277525,135.91165790242167,91.70411015670591
274.939814262474,34.30063245819838,6.743648172611549,164.59641269678616,95.88034987272273
494.1726424475468,20.207947174901435,7.134588523177309,60.48440861163052,48.02475514356388
412.16189414538036,15.369128380860452,6.80317180453561,122.78213562074009,45.230344810398535
395.1917147032668,25.912169288543012,6.3478990145483,98.56633688979042,72.54261411367246
978.4084438019564,29.13581008793629,5.956149878883581,177.49089661336194,131.08866620024287
514.4781797334083,30.80814951765976,5.64007045066233,156.1683735364855,110.9930876169697
913.6372441416906,18.87477866049621,6.571036728921434,180.38877062401946,107.7335548395324
704.9109007978103,20.23505738074047,7.480652189053731,56.96406836090901,56.00136095019495
835.8490428333188,25.251818505345927,6.976083610028413,158.1235234349901,103.07355345596544
602.1096744841536,21.61201619940004,6.154691082798033,131.00125282393668,89.47074516471353
661.5231077010873,32.210229731748896,7.15440960017347,173.75000435233488,124.69893158756543
594.0141550550911,24.475203074774406,7.037968000352813,126.07408863887315,79.58775346690219
356.19439023843563,30.99157288204006,6.063271586706914,131.03136168528636,93.99738321656599
777.9616922092042,26.612395209647076,5.528614979588469,57.76510714130977,78.27558397937845
424.61788995268466,30.46180283234224,5.736325277067899,150.278429755395,95.61797293515241
219.45277314516306,21.653459730606478,7.254612380624115,90.9709813407575,43.36656586008529
716.3778367257343,31.628332438606222,7.173126070609744,52.954088326823076,82.51956629652912
341.68854352563915,20.491446311020432,6.090418001756725,59.96557437590451,40.230335630615265
952.3668674823315,25.921976160065817,6.070390852568841,193.59284134490386,134.93801496989633
963.1428616020698,19.280142263477487,7.085729974204942,101.91159343697704,86.55161705399202
931.8915121763588,24.510530432523865,7.375474939790844,180.21134429317385,116.10924109000801
496.1269602043555,21.363504190174062,7.0582745135952,193.95158511038838,88.95838602569297
212.36529322309394,20.334068612744286,6.711157354061523,191.4900783255984,79.32507656329888
942.6548500701803,34.33970036056075,5.985342700663609,182.258786104913,125.97625124627106
542.5473186538514,18.201482109734613,6.551495828190522,184.22658686919513,88.24533388943023
973.3238552349356,30.746516749147904,5.967023717186529,93.35120665114272,109.1300800077665
970.8959816714023,34.6832991896643,7.116022840193548,72.72048353905375,94.71635049755763
882.407564373888,15.398029674801556,6.273922159035474,145.88938431318854,89.34490698073755
435.5591136556685,28.9805482808419,7.167394433988052,123.21583878032358,83.8212903380044
508.0781828815402,20.058236111125744,6.263218435965451,64.81200780427565,44.37922780361306
880.9093372134855,15.809756486566089,7.148298810399782,151.63119740336163,79.47898791455563
453.53760412502214,23.057791579132616,6.166635630330484,134.429001122716,88.60993130893348
335.594197348874,33.704356203417504,6.3802654092353395,179.46011012156586,105.19336053405944
645.4410099666801,15.235301887339954,6.730976838685315,141.3775693532598,76.37917118305721
948.9238193286247,26.757713838595635,5.640575228059838,136.09192695826306,119.22033021225059
756.8238373399784,25.027929571906487,7.396414123630929,116.11275849989418,87.71849201260184
656.048936071492,32.467683287420954,6.647211572247606,119.41806048333055,105.41338041812404
277.7411950166148,16.680034290412515,6.515640029381604,193.15718404686743,62.05164160798438
692.0057813593357,28.630520597733007,7.178787942239824,70.7669014100359,76.04481391684116
992.0430800834106,28.602193968665546,7.231525459793655,116.93282278732808,90.32576784286213
312.0672121892192,28.381600337245665,6.544520809058032,148.37408508902644,75.42571444253382
614.6637218909893,33.84668989870074,7.354524651587274,114.95159683855994,93.40934920065781
901.8984575423643,31.461750580137608,5.629475532152961,92.48234405611366,104.28882739848181
792.6148942033635,15.83945452487012,5.726451584502435,93.10360561442823,70.81552896743712
757.6125927962144,24.421657014090265,6.69357646002888,85.04840693865737,78.66733089142912
761.9872671896874,22.959061124026668,6.208131723587167,101.58548008746345,84.12118316574707
487.59292097580413,21.202944421816042,6.4284503323783975,180.75121633753506,89.74219637494421
434.87347541159465,24.026734503081947,6.1561584357943335,125.78368254844928,78.4160689853216
847.4889243828109,22.68388369851955,6.309450622889871,86.03580921167276,77.21047987817231
848.0907157433446,23.646677997573306,7.145292694292599,107.67900755397986,82.65116898022582
893.657854864083,34.58523731217285,6.686952399708609,65.8745618117852,99.99658361606859
930.592442045177,16.772659494991615,7.4946890985669965,185.60536096081069,98.17638913428569
609.0739190887502,33.444617396774596,7.073758395641926,111.22967481371481,89.93340438741004
601.2130357497597,24.604734269420533,6.047332508203653,197.05868068896135,113.55885889706444
838.6361431734201,27.47484490999082,6.028690235453393,102.13081598937788,101.00129398595317
719.9711446222121,31.603659332353878,6.1717965402340145,175.45340708406815,116.6843318930531
761.5735018061627,22.20926058298511,7.186518961295485,88.45779699371798,72.0601104833329
836.6341355488809,23.608438161759338,5.554575301301131,61.42293400664033,89.75028505043474
912.0042734540531,23.19036960557428,5.960362557742515,54.76000425107011,79.41002655963108
470.39612548122864,22.494620450715196,7.309836840688534,140.92526399671755,76.21587194706476
500.4663621119552,33.5105864329379,6.779792872166504,96.73605075103842,84.12166408029691
275.1855518726952,31.578597823860242,5.953694191002112,116.52798207137425,80.54083636511525
662.6241127969392,17.179999797259523,5.938289936465161,172.7970553401193,97.195502082993
228.75381903739367,17.16246704954192,7.225236203518861,87.21621285422032,36.36778002608799
572.4784145059682,23.557390297059825,7.287515016554093,96.29787151023699,67.83584659535427
634.1157077660613,16.97314753465618,6.01226218192423,176.80042775880008,88.66910330531664
429.2330017026275,27.381861905422394,6.341020716153064,123.91434100152561,94.42148655774444
672.6666084552086,17.87383214523468,7.169191477256634,174.14977505787314,85.97900736004799
224.40019995123953,25.447465279336022,7.042014877219771,106.17140051994745,54.60590283005139
229.87855099937153,15.144398940074355,7.127832213132169,109.75549712406627,35.793458993600126
858.0804485277266,21.331926968252937,6.536796381575938,75.07075426673843,79.30890074697457
488.1525131290103,28.54381447345311,7.323098096610346,187.45187803924495,93.97292189884462
301.6484101215078,24.68077880455697,6.15190308790887,184.51755410189142,91.29264381353353
617.7946080438435,34.56538971997976,5.813344268695036,197.63255218471602,126.62446651584412
815.9948424788887,32.48207592132422,6.91746466512973,110.36706907545673,94.99284358132121
372.65682199747454,22.181415580863025,6.578708832013793,172.7922412637963,77.03943939610173
698.3123806552003,15.909730829445492,7.209171537618962,112.24305975081779,64.49980997719481
268.2779719950144,31.912526002300375,5.66231849824943,118.14481833814591,91.34664058201218
241.34537693488616,33.22468620629343,7.187384806876134,174.49990903922367,99.4963369964508
625.0837052545185,31.412547868380734,6.086589306417644,76.60501563295996,85.15938802643339
632.5080972880852,17.558998818395295,6.809711334336366,83.04664016926284,62.469773229382334
709.9439211985652,34.95830268824575,5.580257578156512,97.20923605937226,104.89138521725361
780.8730669781293,20.171684431055475,6.719162592607201,168.22685487500863,88.92670778675453
980.6816635700277,29.4840982561674,6.934543378374672,105.89773240521242,105.20432069868994
613.0402786409563,33.16069752671443,6.237500429011241,103.72523124211423,89.37380623802082
458.3651783529968,19.71374228661419,5.93082141052428,199.82245178828626,96.59541351216801
836.148955814963,33.16517109354132,6.57526135320709,107.57092146492192,111.56216009630629
416.6658010096594,21.189631583897338,7.166381608871293,87.16558044733804,49.13046961047128
551.1771365645088,34.528264447681124,6.147094716593301,143.4820517301415,109.65251519379194
262.7651050738128,20.62520040760949,6.004938595042559,170.28199279325014,76.12880710262907
220.280594732366,34.06871649515671,6.057870617275375,60.44117505847389,71.35427906693322
970.1187317423401,16.0708930178535,7.398264305833329,142.83383467077124,80.28121022496948
868.7840964097646,29.18544023339626,6.218553831529119,55.36031838203371,90.32284926208617
756.7793648749583,25.642222676740076,5.507208479776574,128.9498526469277,93.68848073739596
527.1623555314159,24.557541542454615,7.063362415919239,88.54873456367137,70.60695283934959
338.6354560566766,19.4698862851168,6.898549590670781,95.99625465097786,55.491160821672615
325.1496341368688,29.11191579552984,5.757136529205938,120.06439459735739,78.36699206288117
400.19431853167623,18.81618982892614,7.469808498269825,189.06611911183805,83.10853315934607
639.3813317648965,26.056835919695366,6.716124570610223,156.60009598818147,89.61197955594494
771.6767381600499,20.064907260805015,6.501558981881203,190.52683944267446,108.86182557906159
728.157901374185,34.112427595627125,6.264438535245782,148.99565068380164,125.20153397968828
423.9471175567543,15.572623876713056,7.297345511127276,51.06616206317895,32.90480066533879
963.8922245305553,18.994565602224732,5.987926962837126,89.83777960215164,82.21781259229029
790.3175333566148,19.846212127748956,6.0715378004398035,185.8658866580561,106.17247701904608
643.4832420091205,23.28135651535633,5.744821613373134,146.5168281451617,90.94902366419589
689.3765969874818,19.65460483740107,7.01823819116852,197.24708548554122,110.98410760980971
535.6800499422319,24.826981805375706,6.691098560811707,73.39460288274434,62.06819771645631
398.18479160092596,32.44931046517078,6.718132338508997,94.51217496597792,86.15785715592285
484.77814292100925,29.241268428183417,5.936940862038927,104.35514892755545,80.63714728336859
806.2768883714953,26.59923961070222,6.802336778254167,98.98367272509658,97.17978296375557
211.51479090380468,16.78006355965359,7.030916894493728,87.79872952248209,45.382543957549245
292.858112405533,28.87984216778551,6.215777061451378,116.51985736351668,78.20961591274249
236.8021136174022,18.3282856862188,7.102694287923424,146.3447185054057,58.31990750814804
232.5830418551761,30.72734771923396,6.197581177064042,96.6885384330044,66.31960805188494
884.3684672088058,20.001135170203064,7.016276923018575,61.95498849713835,62.34746758705363
762.9262875040189,23.34097456641802,5.567460214915438,156.2798790339745,105.36449916948028
579.3390632698602,22.009404046358558,6.602329202947305,118.8524833671903,82.92082263753629
278.2673285208012,32.176278293497134,7.439053121279773,133.47234591350949,78.37134873494315
593.2927000934659,17.53088917426816,7.462489201364781,118.31009857458726,73.94664300773282
578.7774166244526,26.31289764769577,6.0635051566834814,183.55362551823654,103.26249830051853
338.56149592801216,17.841232188861245,6.382798182160711,133.811749574957,61.98703283955649
547.0813193903784,29.095916722643732,5.625955815973266,188.49152597776245,115.12366046028706
518.8037875178987,33.10156255588962,7.246682615209199,126.58630123340004,93.37811990547063
692.6800784417732,23.69215307734507,6.637144306280428,93.88822433604227,66.77991826455819
708.074920694115,24.761845205299515,6.270201357881034,103.31638807642949,81.47598057667396
